"Town","FIPS","Year","Grade","Race","SubsidizedMealEligibility","LanguageTrack","Disability","MeasureType","Variable","Value"
"North Haven","0900954870",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.71
"North Stonington","0901155500",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.29
"Norwalk","0900156060",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.49
"Norwich","0901156270",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",13.18
"Old Lyme","0901157040",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.47
"Old Saybrook","0900757320",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",16.12
"Orange","0900957600",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.62
"Oxford","0900958300",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.94
"Plainfield","0901559980",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.05
"Plainville","0900360120",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.96
"Plymouth","0900560750",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.68
"Pomfret","0901561030",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.62
"Portland","0900761800",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.75
"Preston","0901162150",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9
"Prospect","0900962290",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.71
"Putnam","0901562710",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",13.53
"Redding","0900163480",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.45
"Ridgefield","0900163970",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.64
"Rocky Hill","0900365370",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.35
"Roxbury","0900565930",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.68
"Salem","0901166210",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.44
"Salisbury","0900566420",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.04
"Scotland","0901567400",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.26
"Seymour","0900967610",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.79
"Sharon","0900567960",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5
"Shelton","0900168170",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",13.23
"Sherman","0900168310",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.12
"Simsbury","0900368940",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.31
"Somers","0901369220",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",13.29
"South Windsor","0900371390",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.26
"Southbury","0900969640",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.63
"Southington","0900370550",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.61
"Sprague","0901171670",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.5
"Stafford","0901372090",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.12
"Stamford","0900173070",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",14.58
"Sterling","0901573420",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.11
"Stonington","0901173770",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.29
"Stratford","0900174190",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.35
"Suffield","0900374540",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.72
"Thomaston","0900575730",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.45
"Thompson","0901575870",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.4
"Tolland","0901376290",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.89
"Torrington","0900576570",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",13.94
"Trumbull","0900177200",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.13
"Vernon","0901378250",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.66
"Voluntown","0901178600",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.64
"Wallingford","0900978740",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.62
"Warren","0900579510",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.7
"Washington","0900579720",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.68
"Waterbury","0900980070",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",19.8
"Waterford","0901180280",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.42
"Watertown","0900580490",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.24
"West Hartford","0900382590",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.9
"West Haven","0900982870",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",16.54
"Westbrook","0900781680",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.9
"Weston","0900183430",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",13.31
"Westport","0900183500",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.48
"Wethersfield","0900384900",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.14
"Willington","0901385950",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.18
"Wilton","0900186370",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",16.71
"Winchester","0900586440",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.47
"Windham","0901586790",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",18.55
"Windsor","0900387000",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.88
"Windsor Locks","0900387070",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.3
"Wolcott","0900987560",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.13
"Woodbridge","0900987700",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.19
"Woodbury","0900587910",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.22
"Woodstock","0901588190",2013,"K through 12",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.98
"Ansonia","0900901220",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",13.36
"Avon","0900302060",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.68
"Beacon Falls","0900903250",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.98
"Berlin","0900304300",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.54
"Bethel","0900104720",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.23
"Bethlehem","0900504930",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.47
"Bloomfield","0900305910",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.34
"Branford","0900907310",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.89
"Bridgeport","0900108070",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",16.22
"Bristol","0900308490",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.65
"Brookfield","0900108980",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.6
"Canton","0900312270",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.71
"Cheshire","0900914160",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.06
"Clinton","0900715350",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.41
"Connecticut","09",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.29
"Coventry","0901317800",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.01
"Cromwell","0900718080",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.05
"Danbury","0900118500",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.26
"Darien","0900118850",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.91
"Derby","0900919550",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.92
"East Haddam","0900722280",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.45
"East Hampton","0900722490",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.22
"East Hartford","0900322630",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.75
"East Haven","0900922910",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.11
"East Lyme","0901123400",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.41
"East Windsor","0900324800",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.7
"Easton","0900123890",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.01
"Ellington","0901325360",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.68
"Enfield","0900325990",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.81
"Fairfield","0900126620",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.83
"Farmington","0900327600",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.53
"Glastonbury","0900331240",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.16
"Granby","0900332640",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.36
"Greenwich","0900133620",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.66
"Griswold","0901133900",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.83
"Groton","0901134250",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.91
"Guilford","0900934950",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.04
"Haddam","0900735230",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.45
"Hamden","0900935650",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.99
"Hartford","0900337070",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",23.5
"Hebron","0901337910",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.9
"Killingly","0901540500",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.47
"Killingworth","0900740710",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.45
"Madison","0900944560",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.67
"Manchester","0900344700",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.37
"Mansfield","0901344910",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.8
"Meriden","0900946520",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.64
"Middlebury","0900946940",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.43
"Middletown","0900747360",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.11
"Milford","0900947535",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.95
"Monroe","0900148620",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.66
"Montville","0901148900",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.95
"Naugatuck","0900949950",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.02
"New Britain","0900350440",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",21.96
"New Canaan","0900150580",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.8
"New Fairfield","0900150860",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.49
"New Haven","0900952070",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",15.51
"New London","0901152350",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",27.67
"New Milford","0900552630",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.77
"Newington","0900352140",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.44
"Newtown","0900152980",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.83
"North Branford","0900953890",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.65
"North Haven","0900954870",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.52
"Norwalk","0900156060",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.82
"Norwich","0901156270",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",13.92
"Orange","0900957600",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.41
"Plainfield","0901559980",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.55
"Plainville","0900360120",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.84
"Plymouth","0900560750",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.69
"Prospect","0900962290",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.98
"Putnam","0901562710",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.89
"Ridgefield","0900163970",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.76
"Rocky Hill","0900365370",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.1
"Seymour","0900967610",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.45
"Shelton","0900168170",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.05
"Simsbury","0900368940",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.2
"Somers","0901369220",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.53
"South Windsor","0900371390",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",17.9
"Southbury","0900969640",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.43
"Southington","0900370550",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.19
"Stafford","0901372090",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.67
"Stamford","0900173070",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.81
"Stonington","0901173770",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.42
"Stratford","0900174190",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.52
"Suffield","0900374540",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.9
"Thompson","0901575870",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",8
"Tolland","0901376290",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.92
"Torrington","0900576570",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.81
"Trumbull","0900177200",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.24
"Vernon","0901378250",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",8.71
"Wallingford","0900978740",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.63
"Waterbury","0900980070",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",11.74
"Waterford","0901180280",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.56
"Watertown","0900580490",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.68
"West Hartford","0900382590",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",4.47
"West Haven","0900982870",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",9.19
"Weston","0900183430",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.82
"Wethersfield","0900384900",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",3.12
"Wilton","0900186370",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",2.72
"Winchester","0900586440",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",10.77
"Windham","0901586790",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",12.57
"Windsor","0900387000",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.51
"Windsor Locks","0900387070",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",7.99
"Woodbury","0900587910",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",5.47
"Woodstock","0901588190",2012,"K through 3",NA,NA,NA,NA,"Percent","Students Chronically Absent",6.42
